,City,Cloud Cover,Country,Date,Humidity,Latitude,Longitude,Highest Temperature,Wind Speed
374,Sola,47,TZ,1570682726,53,-3.17,33.8,75.24,9.14
375,Half Moon Bay,40,US,1570682728,87,37.46,-122.43,63.0,4.7
376,Puerto Leguizamo,92,CO,1570682729,87,-0.19,-74.78,69.64,1.48
377,Yarada,75,IN,1570682730,70,17.65,83.27,86.0,2.24
378,Rawson,0,AR,1570682732,57,-43.3,-65.11,54.9,20.45
379,Port Augusta,12,AU,1570682733,40,-32.49,137.76,73.99,13.87
380,Jos,98,NG,1570682734,86,9.92,8.9,66.94,1.05
381,Kastamonu,0,TR,1570682736,67,41.38,33.78,55.98,0.39
382,Lloro,20,ES,1570682737,87,43.28,-5.56,54.0,6.93
383,Sangar,100,RU,1570682738,88,63.92,127.47,27.7,2.19
384,Gat,20,SN,1570682739,94,14.69,-16.54,77.0,5.82
385,Svetlogorsk,75,RU,1570682741,80,53.14,59.15,41.0,4.47
386,Hay River,75,CA,1570682742,79,60.82,-115.79,28.4,2.24
387,Grindavik,4,IS,1570682743,80,63.84,-22.43,41.0,18.34
388,Severnyy-Kospashskiy,100,RU,1570682745,99,59.09,57.8,33.01,1.99
389,Quatre Cocos,75,MU,1570682746,73,-20.21,57.76,71.6,12.75
390,Jacobabad,0,PK,1570682747,20,28.29,68.44,94.86,3.64
391,Ust-Nera,100,RU,1570682748,92,64.57,143.24,21.99,6.04
392,Orsha,90,BY,1570682750,93,54.51,30.43,48.2,6.71
393,Komsomolskiy,100,RU,1570682751,96,67.55,63.78,35.85,11.18
394,Belomorsk,100,RU,1570682752,96,64.52,34.76,36.63,11.03
395,Ulaangom,65,MN,1570682754,51,49.98,92.07,52.48,5.3
396,Paamiut,0,GL,1570682755,59,61.99,-49.67,37.33,7.19
397,Dingle,92,PH,1570682756,81,11.0,122.67,81.84,4.74
398,Mecca,0,SA,1570682758,18,21.43,39.83,93.61,13.37
399,Cherskiy,0,RU,1570682759,84,68.75,161.3,14.22,6.37
400,Handan,53,CN,1570682760,42,36.58,114.48,75.22,3.76
401,Birjand,0,IR,1570682762,26,32.86,59.22,60.8,4.7
402,Zhezkazgan,90,KZ,1570682763,23,47.8,67.71,53.6,4.47
403,Kudahuvadhoo,84,MV,1570682764,70,2.67,72.89,83.17,8.31
404,Celestun,8,MX,1570682766,80,20.87,-90.4,81.41,15.27
405,Bandarbeyla,13,SO,1570682767,88,9.49,50.81,79.05,9.14
406,Richards Bay,100,ZA,1570682768,81,-28.77,32.06,67.5,31.52
407,Ingham,1,AU,1570682769,46,-18.65,146.16,84.18,6.43
408,Tiruchchendur,75,IN,1570682771,74,8.48,78.12,84.2,6.93
409,Suntar,100,RU,1570682772,75,62.16,117.65,23.16,11.31
410,Tamandare,25,BR,1570682773,79,-8.28,-70.75,73.31,1.11
411,Kruisfontein,28,ZA,1570682775,69,-34.0,24.73,54.05,5.02
412,Beisfjord,91,NO,1570682776,92,68.38,17.6,37.99,6.93
413,Albina,39,GF,1570682777,93,5.5,-54.06,72.48,4.36
414,Bilma,100,NE,1570682779,32,18.69,12.92,85.78,3.86
415,Coihaique,90,CL,1570682780,93,-45.58,-72.07,44.6,2.24
416,Hammerfest,40,NO,1570682781,90,70.66,23.68,33.8,13.87
417,Xaxim,0,BR,1570682783,56,-26.96,-52.53,69.8,6.93
418,Kaspiyskiy,19,RU,1570682784,43,45.39,47.37,54.46,6.38
419,Schkeuditz,92,DE,1570682785,76,51.4,12.22,50.0,16.11
420,Surgut,100,RU,1570682786,66,61.25,73.4,50.0,11.18
421,Yabrud,0,SY,1570682788,50,33.97,36.66,59.0,2.24
422,San Policarpo,100,PH,1570682789,77,12.18,125.51,83.88,10.06
423,Levokumskoye,74,RU,1570682790,56,44.82,44.66,52.88,10.77
424,Xinyu,3,CN,1570682792,37,27.8,114.93,93.42,4.41
425,Noumea,75,NC,1570682793,48,-22.28,166.46,82.4,14.99
426,Leshukonskoye,100,RU,1570682794,97,64.9,45.76,34.27,9.97
427,Cochrane,92,CL,1570682796,98,-47.25,-72.57,29.73,6.63
428,Oktyabrskoye,18,RU,1570682797,48,56.73,85.44,41.0,15.66
429,Channel-Port aux Basques,19,CA,1570682798,70,47.57,-59.14,45.63,5.99
430,Esna,5,RO,1570682799,87,45.2,27.57,44.6,13.87
431,Xichang,98,CN,1570682801,82,27.88,102.25,56.88,4.06
432,Bonavista,1,CA,1570682803,88,48.65,-53.11,39.99,7.0
433,Kotido,99,UG,1570682804,59,3.01,34.12,75.11,14.11
434,Filingue,68,NE,1570682806,63,14.35,3.32,81.37,14.37
435,Vryheid,100,ZA,1570682807,77,-27.77,30.79,54.64,9.08
436,Yenagoa,100,NG,1570682808,94,4.92,6.26,75.0,0.17
437,Gotsu,20,JP,1570682810,53,35.01,132.22,73.4,6.93
438,Barsovo,100,RU,1570682811,66,61.17,73.17,50.0,11.18
439,Gorbehaza,96,HU,1570682812,76,47.83,21.23,55.4,11.41
440,Sitka,17,US,1570682814,80,37.17,-99.65,69.01,18.99
441,Betare Oya,100,CM,1570682815,95,5.6,14.08,66.34,0.61
442,Frontera,100,MX,1570682816,95,18.53,-92.64,76.06,1.94
443,City of Passi,92,PH,1570682818,81,11.12,122.65,81.84,4.74
444,Aloleng,59,PH,1570682819,68,16.13,119.78,86.09,6.95
445,Tahe,92,CN,1570682821,63,52.34,124.71,31.77,9.88
446,Vila Velha,75,BR,1570682822,74,-3.71,-38.6,79.0,16.11
447,Clyde River,1,CA,1570682823,68,70.47,-68.59,32.0,20.8
448,Warmbad,58,DE,1570682825,81,50.67,13.08,51.01,10.29
449,Fairlie,1,US,1570682826,69,33.31,-95.96,77.0,10.29
450,Abu Samrah,0,SY,1570682831,45,35.3,37.18,72.01,2.52
451,Oranjestad,75,AW,1570682832,94,12.52,-70.03,77.0,20.8
452,Ulagan,67,RU,1570682834,40,50.63,87.96,48.72,4.21
453,Hasaki,75,JP,1570682835,56,35.73,140.83,79.0,12.75
454,Kangaatsiaq,57,GL,1570682837,53,68.31,-53.46,31.17,9.29
455,Pacific Grove,1,US,1570682838,54,36.62,-121.92,59.0,6.93
456,Rock Sound,91,BS,1570682839,79,24.9,-76.2,81.61,6.16
457,Dalbandin,0,PK,1570682841,9,28.9,64.41,88.03,5.91
458,Saint John,1,CA,1570682842,100,45.28,-66.06,42.8,2.24
459,Talnakh,75,RU,1570682843,68,69.49,88.39,26.6,15.66
460,Tanout,100,NE,1570682845,60,14.97,8.88,77.67,7.92
461,Nechi,99,CO,1570682846,98,5.59,-75.16,54.0,1.28
462,Agua Verde,20,MX,1570682847,88,22.89,-105.97,86.0,2.13
463,Ayagoz,0,KZ,1570682849,27,47.96,80.43,66.11,1.31
464,Takoradi,36,GH,1570682850,91,4.89,-1.75,76.46,8.7
465,Tura,0,RU,1570682851,73,64.27,100.22,18.95,4.28
466,Khislavichi,98,RU,1570682853,96,54.19,32.16,43.11,10.93
467,Sainte-Suzanne,75,CH,1570682854,81,47.51,6.77,53.6,13.87
468,Hangu,5,PK,1570682855,64,33.53,71.06,75.2,4.7
469,Knysna,40,ZA,1570682857,81,-34.04,23.05,48.2,4.7
470,Escanaba,1,US,1570682859,93,45.75,-87.06,55.0,3.36
471,Borzya,60,RU,1570682860,35,50.39,116.53,33.26,17.42
472,Woodward,1,US,1570682861,82,36.43,-99.39,69.8,17.22
473,Grand-Santi,54,GF,1570682862,94,4.27,-54.38,69.26,1.66
474,Trinidad,0,BO,1570682864,62,-14.83,-64.9,74.53,1.57
475,Tarko-Sale,100,RU,1570682865,75,64.92,77.78,37.0,26.15
476,Colares,0,PT,1570682866,77,38.8,-9.45,62.01,12.75
477,Vrangel,52,RU,1570682868,90,42.73,133.08,58.91,14.47
478,Rio Claro,100,BR,1570682869,86,-22.41,-47.56,64.94,4.58
479,Tabou,97,CI,1570682870,96,4.42,-7.36,73.17,3.75
480,Malanje,100,AO,1570682871,93,-9.54,16.35,67.3,5.36
481,Luganville,95,VU,1570682873,89,-15.51,167.18,73.06,3.72
482,Abaete,91,BR,1570682874,74,-19.16,-45.45,71.89,6.65
483,Nouadhibou,100,MR,1570682875,57,20.93,-17.03,77.0,10.29
484,Khani,0,GE,1570682877,93,41.96,42.96,57.2,2.24
485,Rock Springs,1,US,1570682879,73,41.59,-109.2,21.2,12.75
486,Port-Cartier,5,CA,1570682880,92,50.03,-66.88,34.0,3.36
487,Mehamn,75,NO,1570682882,80,71.03,27.85,41.0,17.22
488,Todos Santos,0,MX,1570682883,87,23.45,-110.23,84.0,1.01
489,Lhokseumawe,89,ID,1570682884,84,5.18,97.15,77.2,2.88
490,Tautira,75,PF,1570682886,61,-17.73,-149.15,78.8,2.24
491,Antropovo,75,RU,1570682887,86,55.25,37.65,45.0,4.47
492,Xinzhou,3,CN,1570682888,31,38.41,112.73,67.68,6.77
493,Adelaide,24,AU,1570682890,52,-34.93,138.6,72.0,14.99
494,San Jeronimo,53,PE,1570682891,93,-13.65,-73.37,46.94,0.38
495,Lamar,1,US,1570682892,23,38.09,-102.62,60.8,8.05
496,Goundam,6,ML,1570682894,12,16.42,-3.66,84.6,10.21
497,Oudtshoorn,40,ZA,1570682895,81,-33.59,22.2,48.2,4.7
498,Bani,57,YE,1570682896,52,16.02,42.93,88.12,1.81
499,Los Llanos de Aridane,40,ES,1570682898,60,28.66,-17.92,73.4,9.17
500,Terney,0,RU,1570682899,62,45.05,136.61,60.48,5.63
501,Berlevag,75,NO,1570682900,86,70.86,29.09,39.2,17.22
502,Namatanai,39,PG,1570682901,68,-3.66,152.44,85.32,1.91
503,San Quintin,2,PH,1570682903,70,17.54,120.52,83.77,7.72
504,Faanui,76,PF,1570682904,80,-16.48,-151.75,75.88,18.46
505,Santa Fe,79,AR,1570682905,63,-31.62,-60.7,73.0,3.0
506,Sur,0,OM,1570682907,35,22.57,59.53,91.44,2.38
507,Road Town,1,VG,1570682908,78,18.42,-64.62,80.6,4.7
508,Maldonado,75,UY,1570682909,63,-34.91,-54.96,66.2,3.36
509,Jiayuguan,19,CN,1570682910,23,39.77,98.29,68.13,6.2
510,Baghdad,9,IQ,1570682912,61,33.3,44.38,77.0,4.7
511,Tabory,100,PL,1570682913,91,53.89,19.53,48.99,5.01
512,Kieta,53,PG,1570682914,71,-6.22,155.63,84.33,4.46
513,Khrebtovaya,100,RU,1570682916,54,56.71,104.25,24.75,7.38
514,Bilibino,0,RU,1570682917,87,68.06,166.44,6.71,2.38
515,Golynki,100,RU,1570682918,95,54.87,31.38,43.83,8.89
516,Papara,75,BR,1570682920,74,-3.98,-38.73,79.0,16.11
517,High Level,20,CA,1570682921,73,58.52,-117.13,26.6,2.59
518,Kasongo-Lunda,100,CD,1570682922,97,-6.48,16.82,69.96,0.88
519,Ulladulla,40,AU,1570682923,45,-35.36,150.48,64.4,11.41
520,Kushima,40,JP,1570682925,47,31.5,131.29,78.8,10.29
521,Georgiyevka,64,RU,1570682926,83,52.25,40.45,46.98,10.73
522,Pasighat,87,IN,1570682927,73,28.06,95.33,79.02,5.85
523,Khandyga,100,RU,1570682929,85,62.65,135.58,34.0,3.15
524,El Reno,1,US,1570682930,78,35.53,-97.96,75.2,19.46
525,Naze,75,NG,1570682931,100,5.43,7.07,73.4,1.11
526,ChengDe,64,CN,1570682933,41,40.97,117.93,67.96,2.87
527,Puerto Escondido,96,MX,1570682934,85,15.86,-97.07,68.79,4.58
528,Cabedelo,75,BR,1570682935,73,-6.97,-34.84,77.0,6.93
529,Rafaela,80,AR,1570682936,45,-31.25,-61.49,73.0,3.0
530,Monrovia,75,LR,1570682938,94,6.33,-10.8,75.2,4.95
531,Saint Andrews,99,NZ,1570682939,96,-44.53,171.19,51.01,14.0
532,Inirida,90,CO,1570682940,96,3.87,-67.92,70.48,1.31
533,Kloulklubed,75,PW,1570682942,74,7.04,134.26,86.0,10.29
534,Tadine,0,NC,1570682943,71,-21.55,167.88,74.23,7.8
535,Viedma,0,AR,1570682944,62,-40.81,-62.99,47.21,9.18
536,Hamilton,5,CA,1570682946,93,43.26,-79.87,59.0,10.29
537,Merrill,1,US,1570682947,37,42.03,-121.6,37.99,2.52
538,Longyearbyen,0,NO,1570682948,68,78.22,15.63,28.4,19.46
539,San Juan,31,AR,1570682949,32,-31.54,-68.53,65.3,6.45
540,Ponta Delgada,75,PT,1570682951,68,37.73,-25.67,71.01,5.82
541,Hualmay,52,PE,1570682952,85,-11.1,-77.61,55.67,1.95
542,Nesbyen,100,NO,1570682953,96,60.57,9.1,34.0,2.72
543,Andra,100,RU,1570682955,91,62.52,65.89,43.95,8.39
544,Hellvik,75,NO,1570682956,93,59.92,5.78,51.01,16.11
545,Great Yarmouth,0,GB,1570682957,93,52.61,1.73,46.99,8.05
546,Broome,0,GB,1570682959,93,52.47,1.45,48.0,8.05
547,Lyndon,90,US,1570682960,82,38.61,-95.68,63.0,11.41
548,Darab,0,IR,1570682961,25,28.75,54.55,82.38,1.5
549,Wentzville,1,US,1570682962,77,38.81,-90.85,69.01,5.82
550,Port Blair,40,IN,1570682964,74,11.67,92.75,86.0,5.82
551,Petropavlovsk-Kamchatskiy,40,RU,1570682965,57,53.05,158.65,51.8,13.42
552,Sidi Ali,95,DZ,1570682966,65,36.1,0.42,63.52,1.81
553,Fort-Shevchenko,1,KZ,1570682968,45,44.51,50.26,54.1,9.82
554,Macomb,40,US,1570682969,63,40.46,-90.67,64.4,5.82
